,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,Game ID,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Implied Points,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,FGM,FGA,FG 0-19,FG 20-29,FG 30-39,FG 40-49,FG 50+,XPM,XPA,Pnt,Yds,Y/P
29807,Blair Walsh,K,2017,12,SEA,SFO,11/26/2017,201711260sfo,A,,24,13,-7,45,26,-11,outdoors,grass,"66 degrees, wind 12 mph",66,12,1,2,0,0,1,0,0,3,3,0,0,
29808,Robbie Gould,K,2017,12,SFO,SEA,11/26/2017,201711260sfo,H,,13,24,7,45,19,11,outdoors,grass,"66 degrees, wind 12 mph",66,12,2,2,0,0,1,1,0,1,1,0,0,
29809,Josh Lambo,K,2017,12,JAX,ARI,11/26/2017,201711260crd,A,,24,27,-6,37.5,21.75,3,retractable roof (closed),grass ,indoors,,,1,1,0,0,0,1,0,3,3,0,0,
29810,Phil Dawson,K,2017,12,ARI,JAX,11/26/2017,201711260crd,H,,27,24,6,37.5,15.75,-3,retractable roof (closed),grass ,indoors,,,4,4,0,0,1,2,1,1,1,0,0,
29811,Wil Lutz,K,2017,12,NOR,LAR,11/26/2017,201711260ram,A,,20,26,2.5,54,25.75,6,outdoors,grass,"72 degrees, wind 1 mph",72,1,2,2,0,1,0,0,1,2,2,0,0,
29812,Greg Zuerlein,K,2017,12,LAR,NOR,11/26/2017,201711260ram,H,,26,20,-2.5,54,28.25,-6,outdoors,grass,"72 degrees, wind 1 mph",72,1,4,5,0,1,0,2,1,2,2,0,0,
29813,Chris Boswell,K,2017,12,PIT,GNB,11/26/2017,201711260pit,H,,31,28,-14,42.5,28.25,-3,outdoors,grass ,"38 degrees, wind 7 mph",38,7,1,1,0,0,0,0,1,2,3,0,0,
29814,Ka'imi Fairbairn,K,2017,12,HOU,BAL,11/27/2017,201711270rav,A,,16,23,7.5,39.5,16,7,outdoors,grass,"50 degrees, wind 1 mph",50,1,3,3,0,1,2,0,0,1,1,0,0,
29815,Justin Tucker,K,2017,12,BAL,HOU,11/27/2017,201711270rav,H,,23,16,-7.5,39.5,23.5,-7,outdoors,grass,"50 degrees, wind 1 mph",50,1,3,3,0,0,1,1,1,2,2,0,0,
29816,Dan Bailey,K,2017,13,DAL,WAS,11/30/2017,201711300dal,H,,38,14,1.5,47,22.75,-24,retractable roof (closed),matrixturf,indoors,,,1,1,0,1,0,0,0,5,5,0,0,
29817,Ka'imi Fairbairn,K,2017,13,HOU,TEN,12/3/2017,201712030oti,A,,13,24,7,42.5,17.75,11,outdoors,grass ,"60 degrees, wind 4 mph",60,4,2,4,0,1,0,1,0,1,1,0,0,
29818,Ryan Succop,K,2017,13,TEN,HOU,12/3/2017,201712030oti,H,,24,13,-7,42.5,24.75,-11,outdoors,grass ,"60 degrees, wind 4 mph",60,4,1,2,0,0,0,1,0,3,3,0,0,
29819,Harrison Butker,K,2017,13,KAN,NYJ,12/3/2017,201712030nyj,A,,31,38,-4,44,24,7,outdoors,fieldturf ,"48 degrees, no wind",48,0,1,2,0,0,1,0,0,4,4,0,0,
29820,Chandler Catanzaro,K,2017,13,NYJ,KAN,12/3/2017,201712030nyj,H,,38,31,4,44,20,-7,outdoors,fieldturf ,"48 degrees, no wind",48,0,3,3,0,1,1,1,0,3,3,0,0,
29821,Cody Parkey,K,2017,13,MIA,DEN,12/3/2017,201712030mia,H,,35,9,1,41,20,-26,outdoors,grass ,"80 degrees, wind 11 mph",80,11,1,1,0,0,1,0,0,4,4,0,0,
29822,Adam Vinatieri,K,2017,13,IND,JAX,12/3/2017,201712030jax,A,,10,30,10,41,15.5,20,outdoors,grass ,"70 degrees, wind 7 mph",70,7,1,1,0,1,0,0,0,1,1,0,0,
29823,Josh Lambo,K,2017,13,JAX,IND,12/3/2017,201712030jax,H,,30,10,-10,41,25.5,-20,outdoors,grass ,"70 degrees, wind 7 mph",70,7,3,3,0,1,2,0,0,1,1,0,0,
29824,Patrick Murray,K,2017,13,TAM,GNB,12/3/2017,201712030gnb,A,OT,20,26,3,45,21,6,outdoors,grass ,"42 degrees, wind 8 mph",42,8,2,2,0,0,2,0,0,2,2,0,0,
29825,Mason Crosby,K,2017,13,GNB,TAM,12/3/2017,201712030gnb,H,OT,26,20,-3,45,24,-6,outdoors,grass ,"42 degrees, wind 8 mph",42,8,2,2,0,1,1,0,0,2,2,0,0,
29826,Stephen Gostkowski,K,2017,13,NWE,BUF,12/3/2017,201712030buf,A,,23,3,-7.5,48.5,28,-20,outdoors,a_turf,"48 degrees, wind 13 mph",48,13,3,3,0,0,2,0,1,2,2,0,0,
29827,Justin Tucker,K,2017,13,BAL,DET,12/3/2017,201712030rav,H,,44,20,-2.5,43,22.75,-24,outdoors,grass,"53 degrees, wind 4 mph",53,4,3,3,0,0,1,1,1,5,5,0,0,
29828,Zane Gonzalez,K,2017,13,CLE,LAC,12/3/2017,201712030sdg,A,,10,19,13.5,45,15.75,9,outdoors,grass,"68 degrees, wind 7 mph",68,7,1,1,0,0,1,0,0,1,1,0,0,
29829,Travis Coons,K,2017,13,LAC,CLE,12/3/2017,201712030sdg,H,,19,10,-13.5,45,29.25,-9,outdoors,grass,"68 degrees, wind 7 mph",68,7,4,5,0,3,0,1,0,1,1,0,0,
29830,Aldrick Rosas,K,2017,13,NYG,OAK,12/3/2017,201712030rai,A,,17,24,10,43,16.5,7,outdoors,grass ,"58 degrees, wind 11 mph",58,11,1,1,0,0,0,0,1,2,2,0,0,
29831,Giorgio Tavecchio,K,2017,13,OAK,NYG,12/3/2017,201712030rai,H,,24,17,-10,43,26.5,-7,outdoors,grass ,"58 degrees, wind 11 mph",58,11,1,1,0,0,1,0,0,3,3,0,0,
29832,Wil Lutz,K,2017,13,NOR,CAR,12/3/2017,201712030nor,H,,31,21,-5.5,48,26.75,-10,dome,sportturf,indoors,,,1,2,0,0,1,0,0,4,4,0,0,
29833,Greg Zuerlein,K,2017,13,LAR,ARI,12/3/2017,201712030crd,A,,32,16,-7.5,43,25.25,-16,retractable roof (closed),grass ,indoors,,,4,4,0,2,0,1,1,2,3,0,0,
29834,Phil Dawson,K,2017,13,ARI,LAR,12/3/2017,201712030crd,H,,16,32,7.5,43,17.75,16,retractable roof (closed),grass ,indoors,,,1,2,0,0,0,0,1,1,2,0,0,
29835,Jake Elliott,K,2017,13,PHI,SEA,12/3/2017,201712030sea,A,,10,24,-3.5,46.5,25,14,outdoors,fieldturf ,"44 degrees, wind 3 mph",44,3,1,1,0,1,0,0,0,1,1,0,0,
29836,Blair Walsh,K,2017,13,SEA,PHI,12/3/2017,201712030sea,H,,24,10,3.5,46.5,21.5,-14,outdoors,fieldturf ,"44 degrees, wind 3 mph",44,3,1,1,0,0,0,1,0,3,3,0,0,
29837,Chris Boswell,K,2017,13,PIT,CIN,12/4/2017,201712040cin,A,,23,20,-4.5,42.5,23.5,-3,outdoors,fieldturf ,"61 degrees, wind 9 mph",61,9,3,3,0,0,3,0,0,2,2,0,0,
29838,Randy Bullock,K,2017,13,CIN,PIT,12/4/2017,201712040cin,H,,20,23,4.5,42.5,19,3,outdoors,fieldturf ,"61 degrees, wind 9 mph",61,9,2,2,0,0,1,1,0,2,2,0,0,
29839,Wil Lutz,K,2017,14,NOR,ATL,12/7/2017,201712070atl,A,,17,20,2.5,51.5,24.5,3,dome,fieldturf,indoors,,,1,1,0,0,1,0,0,2,2,0,0,
29840,Matt Bryant,K,2017,14,ATL,NOR,12/7/2017,201712070atl,H,,20,17,-2.5,51.5,27,-3,dome,fieldturf,indoors,,,2,2,0,1,0,0,1,2,2,0,0,
29841,Dan Bailey,K,2017,14,DAL,NYG,12/10/2017,201712100nyg,A,,30,10,-4,42,23,-20,outdoors,fieldturf ,"39 degrees, wind 11 mph",39,11,1,3,0,1,0,0,0,3,4,0,0,
29842,Aldrick Rosas,K,2017,14,NYG,DAL,12/10/2017,201712100nyg,H,,10,30,4,42,19,20,outdoors,fieldturf ,"39 degrees, wind 11 mph",39,11,1,1,0,0,1,0,0,1,1,0,0,
29843,Harrison Butker,K,2017,14,KAN,OAK,12/10/2017,201712100kan,H,,26,15,-4.5,48.5,26.5,-11,outdoors,grass ,"46 degrees, wind 13 mph",46,13,4,4,0,1,1,1,1,2,2,0,0,
29844,Robbie Gould,K,2017,14,SFO,HOU,12/10/2017,201712100htx,A,,26,16,1,45.5,22.25,-10,retractable roof (closed),astroturf,indoors,,,4,4,0,1,1,1,1,2,2,0,0,
29845,Ka'imi Fairbairn,K,2017,14,HOU,SFO,12/10/2017,201712100htx,H,,16,26,-1,45.5,23.25,10,retractable roof (closed),astroturf,indoors,,,1,2,0,0,0,0,1,1,2,0,0,
29846,Matt Prater,K,2017,14,DET,TAM,12/10/2017,201712100tam,A,,24,21,0,47.5,23.75,-3,outdoors,grass ,"55 degrees, wind 9 mph",55,9,1,1,0,0,0,1,0,3,3,0,0,
29847,Mike Nugent,K,2017,14,CHI,CIN,12/10/2017,201712100cin,A,,33,7,6,40.5,17.25,-26,outdoors,fieldturf ,"31 degrees, wind 11 mph",31,11,2,2,0,1,1,0,0,3,4,0,0,
29848,Kai Forbath,K,2017,14,MIN,CAR,12/10/2017,201712100car,A,,24,31,-2.5,40.5,21.5,7,outdoors,grass ,"41 degrees, wind 5 mph",41,5,3,4,0,2,1,0,0,1,1,0,0,
29849,Graham Gano,K,2017,14,CAR,MIN,12/10/2017,201712100car,H,,31,24,2.5,40.5,19,-7,outdoors,grass ,"41 degrees, wind 5 mph",41,5,1,1,0,0,0,1,0,4,4,0,0,
29850,Brandon McManus,K,2017,14,DEN,NYJ,12/10/2017,201712100den,H,,23,0,1,40.5,19.75,-23,outdoors,grass ,"60 degrees, wind 3 mph",60,3,3,4,0,0,1,1,1,2,2,0,0,
29851,Travis Coons,K,2017,14,LAC,WAS,12/10/2017,201712100sdg,H,,30,13,-6,46.5,26.25,-17,outdoors,grass,"81 degrees, wind 4 mph",81,4,3,3,0,1,2,0,0,3,3,0,0,
29852,Blair Walsh,K,2017,14,SEA,JAX,12/10/2017,201712100jax,A,,24,30,3,41,19,6,outdoors,grass ,indoors,,,1,2,0,1,0,0,0,3,3,0,0,
29853,Josh Lambo,K,2017,14,JAX,SEA,12/10/2017,201712100jax,H,,30,24,-3,41,22,-6,outdoors,grass ,indoors,,,3,3,0,0,2,0,1,3,3,0,0,
29854,Jake Elliott,K,2017,14,PHI,LAR,12/10/2017,201712100ram,A,,43,35,1,47.5,23.25,-8,outdoors,grass,"83 degrees, no wind",83,0,3,3,0,1,1,1,0,4,4,0,0,
29855,Justin Tucker,K,2017,14,BAL,PIT,12/10/2017,201712100pit,A,,38,39,6,43,18.5,1,outdoors,grass ,"33 degrees, wind 12 mph",33,12,1,1,0,0,0,1,0,5,5,0,0,
29856,Chris Boswell,K,2017,14,PIT,BAL,12/10/2017,201712100pit,H,,39,38,-6,43,24.5,-1,outdoors,grass ,"33 degrees, wind 12 mph",33,12,4,4,0,1,0,2,1,3,3,0,0,
29857,Stephen Gostkowski,K,2017,14,NWE,MIA,12/11/2017,201712110mia,A,,20,27,-10.5,48,29.25,7,outdoors,grass ,"55 degrees, wind 7 mph",55,7,2,2,0,0,1,1,0,2,2,0,0,
29858,Cody Parkey,K,2017,14,MIA,NWE,12/11/2017,201712110mia,H,,27,20,10.5,48,18.75,-7,outdoors,grass ,"55 degrees, wind 7 mph",55,7,2,2,0,0,1,1,0,3,3,0,0,
29859,Brandon McManus,K,2017,15,DEN,IND,12/14/2017,201712140clt,A,,25,13,-3,40.5,21.75,-12,retractable roof (closed),fieldturf ,indoors,,,1,2,0,0,0,1,0,2,2,0,0,
29860,Adam Vinatieri,K,2017,15,IND,DEN,12/14/2017,201712140clt,H,,13,25,3,40.5,18.75,12,retractable roof (closed),fieldturf ,indoors,,,2,2,0,0,1,1,0,1,1,0,0,
29861,Mike Nugent,K,2017,15,CHI,DET,12/16/2017,201712160det,A,,10,20,5,43.5,19.25,10,dome,fieldturf ,indoors,,,1,1,0,0,0,1,0,1,1,0,0,
29862,Matt Prater,K,2017,15,DET,CHI,12/16/2017,201712160det,H,,20,10,-5,43.5,24.25,-10,dome,fieldturf ,indoors,,,2,2,0,0,1,1,0,2,2,0,0,
29863,Harrison Butker,K,2017,15,KAN,LAC,12/16/2017,201712160kan,H,,30,13,-1,47,24,-17,outdoors,grass ,"53 degrees, wind 9 mph",53,9,3,4,0,1,1,0,1,3,3,0,0,
29864,Jake Elliott,K,2017,15,PHI,NYG,12/17/2017,201712170nyg,A,,34,29,-7.5,40.5,24,-5,outdoors,fieldturf ,"35 degrees, no wind",35,0,2,2,0,2,0,0,0,4,4,0,0,
29865,Aldrick Rosas,K,2017,15,NYG,PHI,12/17/2017,201712170nyg,H,,29,34,7.5,40.5,16.5,5,outdoors,fieldturf ,"35 degrees, no wind",35,0,1,2,0,1,0,0,0,2,3,0,0,
29866,Chandler Catanzaro,K,2017,15,NYJ,NOR,12/17/2017,201712170nor,A,,19,31,16.5,47,15.25,12,dome,sportturf,indoors,,,2,2,0,2,0,0,0,1,1,0,0,
29867,Wil Lutz,K,2017,15,NOR,NYJ,12/17/2017,201712170nor,H,,31,19,-16.5,47,31.75,-12,dome,sportturf,indoors,,,1,1,0,1,0,0,0,4,4,0,0,
29868,Kai Forbath,K,2017,15,MIN,CIN,12/17/2017,201712170min,H,,34,7,-12.5,42.5,27.5,-27,dome,sportturf,indoors,,,2,2,0,0,1,0,1,4,4,0,0,
29869,Josh Lambo,K,2017,15,JAX,HOU,12/17/2017,201712170jax,H,,45,7,-10.5,39,24.75,-38,outdoors,grass ,"72 degrees, wind 5 mph",72,5,1,1,0,0,1,0,0,6,6,0,0,
29870,Justin Tucker,K,2017,15,BAL,CLE,12/17/2017,201712170cle,A,,27,10,-6.5,42,24.25,-17,outdoors,grass ,"36 degrees, no wind",36,0,2,2,0,0,1,1,0,3,3,0,0,
29871,Zane Gonzalez,K,2017,15,CLE,BAL,12/17/2017,201712170cle,H,,10,27,6.5,42,17.75,17,outdoors,grass ,"36 degrees, no wind",36,0,1,1,0,0,0,1,0,1,1,0,0,
29872,Mason Crosby,K,2017,15,GNB,CAR,12/17/2017,201712170car,A,,24,31,3,46.5,21.75,7,outdoors,grass ,"51 degrees, wind 5 mph",51,5,1,1,0,1,0,0,0,3,3,0,0,
29873,Graham Gano,K,2017,15,CAR,GNB,12/17/2017,201712170car,H,,31,24,-3,46.5,24.75,-7,outdoors,grass ,"51 degrees, wind 5 mph",51,5,1,1,0,0,1,0,0,4,4,0,0,
29874,Dustin Hopkins,K,2017,15,WAS,ARI,12/17/2017,201712170was,H,,20,15,-4,40,22,-5,outdoors,grass ,"50 degrees, wind 1 mph",50,1,2,2,0,1,1,0,0,2,2,0,0,
29875,Cody Parkey,K,2017,15,MIA,BUF,12/17/2017,201712170buf,A,,16,24,3.5,39.5,18,8,outdoors,a_turf,"22 degrees, wind 8 mph",22,8,3,3,0,2,0,1,0,1,1,0,0,
29876,Stephen Hauschka,K,2017,15,BUF,MIA,12/17/2017,201712170buf,H,,24,16,-3.5,39.5,21.5,-8,outdoors,a_turf,"22 degrees, wind 8 mph",22,8,1,1,0,0,1,0,0,3,3,0,0,
29877,Greg Zuerlein,K,2017,15,LAR,SEA,12/17/2017,201712170sea,A,,42,7,-1,47.5,24.25,-35,outdoors,fieldturf ,"47 degrees, wind 15 mph",47,15,2,2,0,0,2,0,0,4,5,0,0,
29878,Stephen Gostkowski,K,2017,15,NWE,PIT,12/17/2017,201712170pit,A,,27,24,-2.5,52.5,27.5,-3,outdoors,grass ,"42 degrees, wind 4 mph",42,4,2,2,0,0,1,1,0,1,2,0,0,
29879,Chris Boswell,K,2017,15,PIT,NWE,12/17/2017,201712170pit,H,,24,27,2.5,52.5,25,3,outdoors,grass ,"42 degrees, wind 4 mph",42,4,1,1,0,0,0,0,1,3,3,0,0,
29880,Ryan Succop,K,2017,15,TEN,SFO,12/17/2017,201712170sfo,A,,23,25,49,44.5,-2.25,2,outdoors,grass,"65 degrees, wind 17 mph",65,17,3,3,0,0,1,1,1,2,2,0,0,
29881,Robbie Gould,K,2017,15,SFO,TEN,12/17/2017,201712170sfo,H,,25,23,-49,44.5,46.75,-2,outdoors,grass,"65 degrees, wind 17 mph",65,17,6,6,0,1,1,3,1,1,1,0,0,
29882,Dan Bailey,K,2017,15,DAL,OAK,12/17/2017,201712170rai,A,,20,17,-3,46,24.5,-3,outdoors,grass ,"57 degrees, wind 4 mph",57,4,2,2,1,0,0,1,0,2,2,0,0,
29883,Giorgio Tavecchio,K,2017,15,OAK,DAL,12/17/2017,201712170rai,H,,17,20,3,46,21.5,3,outdoors,grass ,"57 degrees, wind 4 mph",57,4,1,2,0,0,1,0,0,2,2,0,0,
29884,Matt Bryant,K,2017,15,ATL,TAM,12/18/2017,201712180tam,A,,24,21,-7,49.5,28.25,-3,outdoors,grass ,"71 degrees, wind 2 mph",71,2,1,2,0,0,0,0,1,3,3,0,0,
29885,Adam Vinatieri,K,2017,16,IND,BAL,12/23/2017,201712230rav,A,,16,23,13.5,41,13.75,7,outdoors,grass,"63 degrees, wind 14 mph",63,14,3,5,0,0,2,1,0,1,1,0,0,
29886,Justin Tucker,K,2017,16,BAL,IND,12/23/2017,201712230rav,H,,23,16,-13.5,41,27.25,-7,outdoors,grass,"63 degrees, wind 14 mph",63,14,3,3,0,0,3,0,0,2,2,0,0,
29887,Kai Forbath,K,2017,16,MIN,GNB,12/23/2017,201712230gnb,A,,16,0,-8.5,41,24.75,-16,outdoors,grass ,"10 degrees, wind 6 mph",10,6,3,3,0,2,0,1,0,1,1,0,0,
29888,Ryan Succop,K,2017,16,TEN,LAR,12/24/2017,201712240oti,H,,23,27,5.5,46,20.25,4,outdoors,grass ,"39 degrees, wind 11 mph",39,11,3,4,0,2,1,0,0,2,2,0,0,
29889,Stephen Hauschka,K,2017,16,BUF,NWE,12/24/2017,201712240nwe,A,,16,37,11,47.5,18.25,21,outdoors,fieldturf ,"35 degrees, wind 7 mph",35,7,3,4,0,1,1,1,0,1,1,0,0,
29890,Stephen Gostkowski,K,2017,16,NWE,BUF,12/24/2017,201712240nwe,H,,37,16,-11,47.5,29.25,-21,outdoors,fieldturf ,"35 degrees, wind 7 mph",35,7,3,3,0,1,1,1,0,4,4,0,0,
29891,Matt Bryant,K,2017,16,ATL,NOR,12/24/2017,201712240nor,A,,13,23,5.5,52,23.25,10,dome,sportturf,indoors,,,2,2,0,0,1,1,0,1,1,0,0,
29892,Wil Lutz,K,2017,16,NOR,ATL,12/24/2017,201712240nor,H,,23,13,-5.5,52,28.75,-10,dome,sportturf,indoors,,,3,3,0,1,0,2,0,2,2,0,0,
29893,Cody Parkey,K,2017,16,MIA,KAN,12/24/2017,201712240kan,A,,13,29,11,43.5,16.25,16,outdoors,grass ,"23 degrees, wind 15 mph",23,15,2,3,0,1,0,1,0,1,1,0,0,
29894,Harrison Butker,K,2017,16,KAN,MIA,12/24/2017,201712240kan,H,,29,13,-11,43.5,27.25,-16,outdoors,grass ,"23 degrees, wind 15 mph",23,15,5,6,0,2,2,1,0,2,2,0,0,
29895,Matt Prater,K,2017,16,DET,CIN,12/24/2017,201712240cin,A,,17,26,-3.5,43.5,23.5,9,outdoors,fieldturf ,"35 degrees, wind 2 mph",35,2,1,2,0,1,0,0,0,2,2,0,0,
29896,Randy Bullock,K,2017,16,CIN,DET,12/24/2017,201712240cin,H,,26,17,3.5,43.5,20,-9,outdoors,fieldturf ,"35 degrees, wind 2 mph",35,2,4,4,0,2,1,0,1,2,2,0,0,
29897,Dustin Hopkins,K,2017,16,WAS,DEN,12/24/2017,201712240was,H,,27,11,-3,39.5,21.25,-16,outdoors,grass ,"43 degrees, wind 7 mph",43,7,2,2,0,2,0,0,0,3,3,0,0,
29898,Patrick Murray,K,2017,16,TAM,CAR,12/24/2017,201712240car,A,,19,22,10,46.5,18.25,3,outdoors,grass ,"55 degrees, wind 6 mph",55,6,4,5,0,2,1,1,0,1,1,0,0,
29899,Graham Gano,K,2017,16,CAR,TAM,12/24/2017,201712240car,H,,22,19,-10,46.5,28.25,-3,outdoors,grass ,"55 degrees, wind 6 mph",55,6,3,3,0,2,1,0,0,1,2,0,0,
29900,Josh Lambo,K,2017,16,JAX,SFO,12/24/2017,201712240sfo,A,,33,44,-4,43,23.5,11,outdoors,grass,"52 degrees, no wind",52,0,1,1,0,0,0,1,0,2,3,0,0,
29901,Robbie Gould,K,2017,16,SFO,JAX,12/24/2017,201712240sfo,H,,44,33,4,43,19.5,-11,outdoors,grass,"52 degrees, no wind",52,0,1,1,0,1,0,0,0,5,6,0,0,
29902,Phil Dawson,K,2017,16,ARI,NYG,12/24/2017,201712240crd,H,,23,0,-3,39,21,-23,retractable roof (closed),grass ,indoors,,,1,1,0,1,0,0,0,2,3,0,0,
29903,Chris Boswell,K,2017,16,PIT,HOU,12/25/2017,201712250htx,A,,34,6,-8,45.5,26.75,-28,retractable roof (closed),astroturf,indoors,,,2,2,0,0,2,0,0,4,4,0,0,
29904,Giorgio Tavecchio,K,2017,16,OAK,PHI,12/25/2017,201712250phi,A,,10,19,10,46,18,9,outdoors,grass ,"29 degrees, wind 15 mph",29,15,1,2,0,1,0,0,0,1,1,0,0,
29905,Jake Elliott,K,2017,16,PHI,OAK,12/25/2017,201712250phi,H,,19,10,-10,46,28,-9,outdoors,grass ,"29 degrees, wind 15 mph",29,15,2,3,0,0,1,1,0,1,1,0,0,
29906,Zane Gonzalez,K,2017,17,CLE,PIT,12/31/2017,201712310pit,A,,24,28,5,38.5,16.75,4,outdoors,grass ,"11 degrees, wind 3 mph",11,3,1,1,0,0,0,0,1,3,3,0,0,
29907,Dustin Hopkins,K,2017,17,WAS,NYG,12/31/2017,201712310nyg,A,,10,18,-4.5,41,22.75,8,outdoors,fieldturf ,"16 degrees, wind 16 mph",16,16,1,2,0,0,0,1,0,1,1,0,0,
29908,Stephen Gostkowski,K,2017,17,NWE,NYJ,12/31/2017,201712310nwe,H,,26,6,-17,43.5,30.25,-20,outdoors,fieldturf ,"13 degrees, wind 14 mph",13,14,1,1,0,1,0,0,0,3,3,0,0,
29909,Mike Nugent,K,2017,17,CHI,MIN,12/31/2017,201712310min,A,,10,23,13.5,38.5,12.5,13,dome,sportturf,indoors,,,1,1,0,0,0,0,1,1,1,0,0,
29910,Matt Prater,K,2017,17,DET,GNB,12/31/2017,201712310det,H,,35,11,-7.5,44.5,26,-24,dome,fieldturf ,indoors,,,2,2,0,1,1,0,0,3,3,0,0,
29911,Ka'imi Fairbairn,K,2017,17,HOU,IND,12/31/2017,201712310clt,A,,13,22,5.5,41.5,18,9,retractable roof (closed),fieldturf ,indoors,,,2,2,0,0,0,1,1,1,1,0,0,
29912,Adam Vinatieri,K,2017,17,IND,HOU,12/31/2017,201712310clt,H,,22,13,-5.5,41.5,23.5,-9,retractable roof (closed),fieldturf ,indoors,,,2,2,0,1,0,0,1,2,2,0,0,
29913,Robbie Gould,K,2017,17,SFO,LAR,12/31/2017,201712310ram,A,,34,13,-49,44.5,46.75,-21,outdoors,grass,"67 degrees, wind 3 mph",67,3,2,2,0,0,1,1,0,4,4,0,0,
29914,Sam Ficken,K,2017,17,LAR,SFO,12/31/2017,201712310ram,H,,13,34,49,44.5,-2.25,21,outdoors,grass,"67 degrees, wind 3 mph",67,3,2,2,0,2,0,0,0,1,1,0,0,
29915,Graham Gano,K,2017,17,CAR,ATL,12/31/2017,201712310atl,A,,10,22,5,44.5,19.75,12,dome,fieldturf,indoors,,,1,1,0,0,0,1,0,1,1,0,0,
29916,Matt Bryant,K,2017,17,ATL,CAR,12/31/2017,201712310atl,H,,22,10,-5,44.5,24.75,-12,dome,fieldturf,indoors,,,5,5,0,0,3,1,1,1,1,0,0,
29917,Josh Lambo,K,2017,17,JAX,TEN,12/31/2017,201712310oti,A,,10,15,2.5,40,18.75,5,outdoors,grass ,"23 degrees, wind 5 mph",23,5,1,1,0,0,0,1,0,1,1,0,0,
29918,Wil Lutz,K,2017,17,NOR,TAM,12/31/2017,201712310tam,A,,24,31,-6,49,27.5,7,outdoors,grass ,"71 degrees, wind 3 mph",71,3,1,1,0,0,0,1,0,3,3,0,0,
29919,Patrick Murray,K,2017,17,TAM,NOR,12/31/2017,201712310tam,H,,31,24,6,49,21.5,-7,outdoors,grass ,"71 degrees, wind 3 mph",71,3,1,1,0,0,0,1,0,2,3,0,0,
29920,Stephen Hauschka,K,2017,17,BUF,MIA,12/31/2017,201712310mia,A,,22,16,-2.5,41.5,22,-6,outdoors,grass ,"71 degrees, wind 9 mph",71,9,3,3,0,1,1,1,0,1,1,0,0,
29921,Cody Parkey,K,2017,17,MIA,BUF,12/31/2017,201712310mia,H,,16,22,2.5,41.5,19.5,6,outdoors,grass ,"71 degrees, wind 9 mph",71,9,1,1,0,0,1,0,0,1,1,0,0,
29922,Phil Dawson,K,2017,17,ARI,SEA,12/31/2017,201712310sea,A,,26,24,8,38,15,-2,outdoors,fieldturf ,"40 degrees, wind 7 mph",40,7,4,4,0,0,0,3,1,2,2,0,0,
29923,Blair Walsh,K,2017,17,SEA,ARI,12/31/2017,201712310sea,H,,24,26,-8,38,23,2,outdoors,fieldturf ,"40 degrees, wind 7 mph",40,7,1,2,0,0,0,1,0,3,3,0,0,
29924,Giorgio Tavecchio,K,2017,17,OAK,LAC,12/31/2017,201712310sdg,A,,10,30,7,43,18,20,outdoors,grass,"62 degrees, wind 2 mph",62,2,1,1,0,0,0,1,0,1,1,0,0,
29925,Nick Rose,K,2017,17,LAC,OAK,12/31/2017,201712310sdg,H,,30,10,-7,43,25,-20,outdoors,grass,"62 degrees, wind 2 mph",62,2,1,2,0,1,0,0,0,3,4,0,0,
29926,Harrison Butker,K,2017,17,KAN,DEN,12/31/2017,201712310den,A,,27,24,3,37.5,17.25,-3,outdoors,grass ,"17 degrees, wind 4 mph",17,4,2,2,0,1,1,0,0,3,3,0,0,
29927,Brandon McManus,K,2017,17,DEN,KAN,12/31/2017,201712310den,H,,24,27,-3,37.5,20.25,3,outdoors,grass ,"17 degrees, wind 4 mph",17,4,1,1,0,0,1,0,0,3,3,0,0,
29928,Randy Bullock,K,2017,17,CIN,BAL,12/31/2017,201712310rav,A,,31,27,8,40,16,-4,outdoors,grass,"19 degrees, wind 12 mph",19,12,1,1,0,0,1,0,0,4,4,0,0,
29929,Justin Tucker,K,2017,17,BAL,CIN,12/31/2017,201712310rav,H,,27,31,-8,40,24,4,outdoors,grass,"19 degrees, wind 12 mph",19,12,2,2,0,0,1,1,0,3,3,0,0,
29930,Graham Gano,K,2016,1,CAR,DEN,9/8/2016,201609080den,A,,20,21,-3,40.5,21.75,1,outdoors,grass ,"85 degrees relative humidity 12%, wind 10 mph, wind chill 0",85,10,2,3,0,0,1,1,0,2,2,0,0,
29931,Mason Crosby,K,2016,1,GNB,JAX,9/11/2016,201609110jax,A,,27,23,-3.5,47,25.25,-4,outdoors,grass ,"90 degrees relative humidity 55%, wind 3 mph, wind chill 0",90,3,2,2,0,2,0,0,0,3,3,0,0,
29932,Jason Myers,K,2016,1,JAX,GNB,9/11/2016,201609110jax,H,,23,27,3.5,47,21.75,4,outdoors,grass ,"90 degrees relative humidity 55%, wind 3 mph, wind chill 0",90,3,3,3,0,1,1,0,1,2,2,0,0,
29933,Justin Tucker,K,2016,1,BAL,BUF,9/11/2016,201609110rav,H,,13,7,-3,44.5,23.75,-6,outdoors,grass,"84 degrees relative humidity 44%, wind 8 mph, wind chill 0",84,8,2,2,0,0,1,0,1,1,1,0,0,
